Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn,Avg Monthly Spend,Tenure Group,Bill_Shock_Ratio,Total_Addon_Services,High_Risk_Security_Profile,Is_Auto_Pay,Cost_Per_Service,Multiple Lines_No,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Online Security_No,Online Security_No internet service,Online Security_Yes,Online Backup_No,Online Backup_No internet service,Online Backup_Yes,Device Protection_No,Device Protection_No internet service,Device Protection_Yes,Tech Support_No,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,1,0,0,9,1,1,74.55,622.9,1,69.21,1,1.077,0,1,0,74.55,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,3,1,1,100.95,329.95,1,109.98,1,0.918,3,1,0,25.24,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,10,1,1,94.9,1048.85,1,104.88,1,0.905,3,1,0,23.72,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,1,1,0,32,1,1,104.9,3351.55,1,104.74,3,1.002,4,0,0,20.98,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,1,0,9,0,0,24.1,259.8,1,28.87,1,0.835,0,1,1,24.1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0,66,1,1,104.05,6890.0,1,104.39,6,0.997,4,0,0,20.81,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1,0,0,0,3,1,1,88.35,262.05,1,87.35,1,1.011,3,0,0,22.09,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
1,0,1,0,29,1,0,94.65,2649.15,1,91.35,3,1.036,3,0,1,23.66,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1,1,1,0,1,1,1,74.4,74.4,1,74.4,1,1.0,0,1,0,74.4,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,1,41,1,0,79.9,3326.2,1,81.13,4,0.985,5,0,1,13.32,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
1,1,0,0,8,1,1,69.7,560.85,1,70.11,1,0.994,0,1,0,69.7,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,12,1,1,98.1,1060.2,1,88.35,1,1.11,3,1,0,24.52,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,0,0,1,1,0,20.5,20.5,1,20.5,1,1.0,0,0,0,20.5,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,1,1,0,4,1,1,99.6,347.65,1,86.91,1,1.146,3,0,0,24.9,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,1,1,1,81.95,81.95,1,81.95,1,1.0,1,1,0,40.98,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,1,0,7,1,1,69.35,451.1,1,64.44,1,1.076,0,1,0,69.35,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,6,1,1,91.1,455.3,1,75.88,1,1.201,2,1,0,30.37,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,1,0,14,1,1,86.1,1235.55,1,88.25,2,0.976,1,1,0,43.05,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,25,1,1,94.7,2362.1,1,94.48,3,1.002,2,1,1,31.57,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,0,1,0,22,1,1,85.1,1873.7,1,85.17,2,0.999,1,1,0,42.55,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,1,0,61,1,1,99.15,6010.05,1,98.53,6,1.006,3,1,0,24.79,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,1,1,0,70,1,1,102.95,7101.5,1,101.45,6,1.015,4,1,0,20.59,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,1,1,1,45.05,45.05,1,45.05,1,1.0,0,1,0,45.05,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,1,0,0,1,1,1,71.0,71.0,1,71.0,1,1.0,0,1,0,71.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,47,1,0,70.55,3309.25,1,70.41,4,1.002,0,1,1,70.55,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,1,1,1,79.7,79.7,1,79.7,1,1.0,1,1,0,39.85,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,0,0,0,22,1,0,59.0,1254.7,1,57.03,2,1.035,2,0,0,19.67,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,48,1,1,60.35,2896.4,1,60.34,4,1.0,3,0,1,15.09,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
0,1,1,0,1,1,1,69.25,69.25,1,69.25,1,1.0,0,1,0,69.25,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,25,1,0,70.95,1767.35,1,70.69,3,1.004,0,1,0,70.95,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,20,1,1,89.0,1820.45,1,91.02,2,0.978,2,1,0,29.67,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1,0,1,0,18,1,1,99.4,1742.95,1,96.83,2,1.027,3,0,0,24.85,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,1,1,0,73.5,73.5,1,73.5,1,1.0,1,1,1,36.75,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,9,1,1,95.5,829.1,1,92.12,1,1.037,2,1,0,31.83,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,0,28,1,1,92.35,2602.9,1,92.96,3,0.993,3,0,0,23.09,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1,0,0,0,11,1,1,74.55,824.75,1,74.98,1,0.994,1,1,0,37.28,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,0,12,1,1,83.8,1029.75,1,85.81,1,0.977,3,0,0,20.95,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,0,0,53,0,1,54.45,2854.55,1,53.86,5,1.011,4,1,0,10.89,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,1,1,0,41,1,1,99.8,4259.3,1,103.89,4,0.961,3,1,0,24.95,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,0,20,1,1,105.85,2239.65,1,111.98,2,0.945,4,1,1,21.17,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
0,0,0,0,7,1,0,75.45,480.75,1,68.68,1,1.099,0,1,0,75.45,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,7,1,1,93.85,635.6,1,90.8,1,1.034,2,1,0,31.28,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,22,1,1,100.75,2095.0,1,95.23,2,1.058,3,0,0,25.19,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,1,3,0,1,31.0,95.05,1,31.68,1,0.979,1,0,0,15.5,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,51,1,0,80.0,4242.35,1,83.18,5,0.962,1,1,1,40.0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,0,5,1,1,70.25,331.9,1,66.38,1,1.058,0,1,0,70.25,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,62,1,1,100.15,6283.3,1,101.34,6,0.988,4,1,0,20.03,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,28,1,1,94.5,2659.4,1,94.98,3,0.995,3,0,1,23.62,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0,10,0,1,33.9,298.45,1,29.84,1,1.136,1,1,0,16.95,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1,1,1,0,69,1,1,89.95,6143.15,1,89.03,6,1.01,2,1,0,29.98,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,12,1,1,84.45,1059.55,1,88.3,1,0.956,1,1,0,42.22,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,27,1,1,79.5,2180.55,1,80.76,3,0.984,1,0,0,39.75,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,1,1,0,89.15,89.15,1,89.15,1,1.0,2,1,0,29.72,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
1,1,0,0,14,1,1,74.95,1036.75,1,74.05,2,1.012,0,1,0,74.95,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,0,0,32,1,1,74.4,2276.95,1,71.15,3,1.046,1,1,0,37.2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,3,1,1,55.3,196.15,1,65.38,1,0.846,1,1,0,27.65,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,1,1,22,1,0,55.15,1206.05,1,54.82,2,1.006,2,0,0,18.38,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,16,1,1,84.95,1378.25,1,86.14,2,0.986,1,1,0,42.48,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,5,0,1,43.25,219.0,1,43.8,1,0.987,4,0,0,8.65,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,23,1,1,48.35,1067.15,1,46.4,2,1.042,0,1,1,48.35,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,1,1,1,79.55,79.55,1,79.55,1,1.0,1,1,0,39.78,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,1,1,0,50,1,1,71.05,3444.85,1,68.9,5,1.031,0,1,0,71.05,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,1,1,0,84.5,84.5,1,84.5,1,1.0,1,1,0,42.25,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,1,0,71,1,1,108.6,7690.9,1,108.32,6,1.003,5,0,1,18.1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
1,0,0,0,46,0,0,30.3,1380.1,1,30.0,4,1.01,1,1,1,15.15,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,1,0,0,2,0,1,30.4,78.65,1,39.33,1,0.773,1,1,0,15.2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,1,1,1,45.4,45.4,1,45.4,1,1.0,0,1,0,45.4,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,1,0,32,1,0,84.15,2585.95,1,80.81,3,1.041,2,1,1,28.05,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
0,0,0,0,3,1,0,19.75,58.85,1,19.62,1,1.007,0,0,0,19.75,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,5,1,1,85.4,425.9,1,85.18,1,1.003,2,0,1,28.47,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0,49,1,0,75.2,3678.3,1,75.07,5,1.002,0,1,1,75.2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0,17,1,1,55.85,937.5,1,55.15,2,1.013,1,1,0,27.92,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,1,0,0,23,1,1,106.4,2483.5,1,107.98,2,0.985,4,1,0,21.28,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,6,1,1,84.4,556.35,1,92.72,1,0.91,2,1,0,28.13,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,0,0,0,6,1,0,56.25,389.1,1,64.85,1,0.867,2,0,0,18.75,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,0,0,2,1,1,85.55,187.45,1,93.72,1,0.913,1,1,0,42.78,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,0,0,4,1,1,68.65,261.25,1,65.31,1,1.051,3,1,1,17.16,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,0,0,0,4,1,0,77.85,299.2,1,74.8,1,1.041,1,1,0,38.92,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,3,1,1,105.35,323.25,1,107.75,1,0.978,4,1,1,21.07,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
0,0,0,0,8,1,1,87.05,762.1,1,95.26,1,0.914,1,1,0,43.52,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,0,0,1,1,1,53.5,53.5,1,53.5,1,1.0,1,1,0,26.75,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0,0,0,0,1,0,1,25.1,25.1,1,25.1,1,1.0,0,1,0,25.1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,1,1,0,30,1,1,79.65,2365.15,1,78.84,3,1.01,2,1,0,26.55,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,5,1,0,54.2,308.25,1,61.65,1,0.879,2,0,0,18.07,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,0,0,1,1,1,19.45,19.45,1,19.45,1,1.0,0,0,0,19.45,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,72,1,1,103.4,7372.65,1,102.4,6,1.01,4,1,0,20.68,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,13,1,1,84.45,1058.6,1,81.43,2,1.037,2,1,0,28.15,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,32,1,1,85.95,2628.6,1,82.14,3,1.046,1,1,1,42.98,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
0,1,0,0,16,1,0,59.4,1023.9,1,63.99,2,0.928,2,0,0,19.8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
0,0,0,0,29,0,1,30.6,856.35,1,29.53,3,1.036,1,1,0,15.3,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,0,0,38,1,1,99.55,3734.25,1,98.27,4,1.013,3,0,0,24.89,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,17,1,1,70.0,1144.5,1,67.32,2,1.04,0,1,0,70.0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,1,1,1,45.3,45.3,1,45.3,1,1.0,0,1,0,45.3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,2,0,0,29.85,75.6,1,37.8,1,0.79,1,0,1,14.92,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
1,1,0,0,2,1,1,95.1,180.25,1,90.12,1,1.055,4,0,1,19.02,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
1,0,0,0,1,1,0,19.8,19.8,1,19.8,1,1.0,0,0,0,19.8,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,4,1,1,76.65,333.6,1,83.4,1,0.919,1,1,1,38.33,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,5,1,1,99.15,465.05,1,93.01,1,1.066,4,0,0,19.83,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
1,0,0,0,9,1,0,44.95,431.0,1,47.89,1,0.939,0,1,0,44.95,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,1,0,18,1,1,49.55,878.35,1,48.8,2,1.015,1,1,0,24.78,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1,0,0,0,25,1,1,95.9,2448.75,1,97.95,3,0.979,3,1,0,23.98,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,1,1,0,17,1,0,81.5,1329.2,1,78.19,2,1.042,1,1,1,40.75,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1,0,1,0,52,1,0,84.1,4348.65,1,83.63,5,1.006,2,0,0,28.03,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,1,1,0,3,0,1,36.45,93.7,1,31.23,1,1.167,1,1,0,18.23,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0,1,0,0,1,0,0,25.05,25.05,1,25.05,1,1.0,0,1,0,25.05,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,8,1,1,49.85,365.55,1,45.69,1,1.091,1,0,0,24.92,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,43,0,0,55.55,2342.2,1,54.47,4,1.02,4,1,1,11.11,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
0,0,1,0,22,1,1,69.5,1498.2,1,68.1,2,1.021,3,1,1,17.38,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1,0,1,0,54,1,1,104.3,5278.15,1,97.74,5,1.067,4,1,0,20.86,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,1,1,1,93.85,93.85,1,93.85,1,1.0,2,1,0,31.28,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,1,1,1,0,50.45,50.45,1,50.45,1,1.0,1,1,0,25.22,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,0,7,1,1,74.65,521.1,1,74.44,1,1.003,3,0,0,18.66,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,0,0,12,1,1,94.2,1046.1,1,87.18,1,1.081,2,1,0,31.4,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
0,0,1,0,54,1,0,106.55,5763.3,1,106.73,5,0.998,4,0,1,21.31,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
1,0,0,0,1,1,0,20.1,20.1,1,20.1,1,1.0,0,0,0,20.1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,23,1,0,83.8,1900.25,1,82.62,2,1.014,3,0,0,20.95,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,3,1,0,55.15,159.15,1,53.05,1,1.04,1,1,0,27.58,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1,1,1,0,10,1,1,86.65,856.65,1,85.66,1,1.012,1,1,0,43.32,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,1,0,0,37,1,1,106.75,4056.75,1,109.64,4,0.974,4,0,1,21.35,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
1,0,0,0,31,1,1,78.45,2435.15,1,78.55,3,0.999,2,0,0,26.15,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,0,34,1,0,87.45,2874.15,1,84.53,3,1.035,2,1,0,29.15,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1,0,1,0,29,1,1,70.75,1974.8,1,68.1,3,1.039,0,1,0,70.75,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,0,12,1,1,101.35,1218.55,1,101.55,1,0.998,3,1,0,25.34,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
1,0,0,0,1,1,1,81.7,81.7,1,81.7,1,1.0,1,0,0,40.85,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,0,0,0,33,1,0,68.25,2171.15,1,65.79,3,1.037,0,1,0,68.25,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0,0,0,0,4,1,1,79.15,317.25,1,79.31,1,0.998,1,1,0,39.58,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,1,0,0,35,1,1,95.45,3474.05,1,99.26,3,0.962,2,1,0,31.82,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
